0.6600,1.2361,-0.1782
0.6700,1.2203,-0.1360
0.6800,1.2090,-0.0913
0.6900,1.2021,-0.0458
0.7000,1.1998,-0.0011
0.7100,1.2018,0.0415
0.7200,1.2080,0.0807
0.7300,1.2178,0.1153
0.7400,1.2308,0.1444
0.7500,1.2465,0.1673
0.7600,1.2641,0.1834
0.7700,1.2829,0.1924
0.7800,1.3023,0.1941
0.7900,1.3215,0.1887
0.8000,1.3398,0.1767
0.8100,1.3566,0.1588
0.8200,1.3714,0.1358
0.8300,1.3837,0.1088
0.8400,1.3931,0.0790
0.8500,1.3994,0.0476
0.8600,1.4026,0.0160
0.8700,1.4026,-0.0148
0.8800,1.3997,-0.0434
0.8900,1.3940,-0.0690
0.9000,1.3860,-0.0908
0.9100,1.3760,-0.1080
0.9200,1.3646,-0.1203
0.9300,1.3522,-0.1274
0.9400,1.3393,-0.1295
0.9500,1.3264,-0.1267
0.9600,1.3141,-0.1194
0.9700,1.3027,-0.1081
0.9800,1.2926,-0.0934
0.9900,1.2841,-0.0762
1.0000,1.2774,-0.0571
1.0100,1.2727,-0.0369
1.0200,1.2701,-0.0164
1.0300,1.2694,0.0037
1.0400,1.2707,0.0226
1.0500,1.2739,0.0399
1.0600,1.2786,0.0549
1.0700,1.2848,0.0672
1.0800,1.2920,0.0766
1.0900,1.3000,0.0827
1.1000,1.3084,0.0856
1.1100,1.3170,0.0853
1.1200,1.3254,0.0819
1.1300,1.3333,0.0756
1.1400,1.3404,0.0669
1.1500,1.3466,0.0561
1.1600,1.3516,0.0438
1.1700,1.3553,0.0304
1.1800,1.3577,0.0166
1.1900,1.3586,0.0028
1.2000,1.3582,-0.0105
1.2100,1.3566,-0.0227
1.2200,1.3537,-0.0334
1.2300,1.3499,-0.0424
1.2400,1.3453,-0.0494
1.2500,1.3401,-0.0541
1.2600,1.3346,-0.0567
1.2700,1.3289,-0.0570
1.2800,1.3232,-0.0553
1.2900,1.3179,-0.0516
1.3000,1.3130,-0.0462
1.3100,1.3087,-0.0393
1.3200,1.3052,-0.0314
1.3300,1.3024,-0.0228
1.3400,1.3006,-0.0137
1.3500,1.2997,-0.0046
1.3600,1.2997,0.0042
1.3700,1.3005,0.0124
1.3800,1.3021,0.0198
1.3900,1.3044,0.0261
1.4000,1.3073,0.0312
1.4100,1.3106,0.0349
1.4200,1.3143,0.0372
1.4300,1.3180,0.0380
1.4400,1.3218,0.0373
1.4500,1.3254,0.0354
1.4600,1.3288,0.0322
1.4700,1.3319,0.0280
1.4800,1.3344,0.0230
1.4900,1.3364,0.0174
1.5000,1.3379,0.0114
1.5100,1.3387,0.0053
1.5200,1.3389,-0.0007
1.5300,1.3386,-0.0064
1.5400,1.3377,-0.0116
1.5500,1.3363,-0.0161
1.5600,1.3345,-0.0198
1.5700,1.3324,-0.0225
1.5800,1.3300,-0.0244
1.5900,1.3275,-0.0252
1.6000,1.3250,-0.0251
1.6100,1.3225,-0.0240
1.6200,1.3202,-0.0221
1.6300,1.3181,-0.0195
1.6400,1.3163,-0.0164
1.6500,1.3149,-0.0128
1.6600,1.3138,-0.0089
1.6700,1.3131,-0.0048
1.6800,1.3128,-0.0008
1.6900,1.3129,0.0030
1.7000,1.3134,0.0066
1.7100,1.3143,0.0097
1.7200,1.3154,0.0123
1.7300,1.3167,0.0144
1.7400,1.3182,0.0158
1.7500,1.3198,0.0166
1.7600,1.3215,0.0167
1.7700,1.3232,0.0163
1.7800,1.3248,0.0152
1.7900,1.3262,0.0137
1.8000,1.3275,0.0117
1.8100,1.3285,0.0094
1.8200,1.3293,0.0068
1.8300,1.3299,0.0042
1.8400,1.3302,0.0015
1.8500,1.3302,-0.0012
1.8600,1.3299,-0.0036
1.8700,1.3295,-0.0058
1.8800,1.3288,-0.0077
1.8900,1.3279,-0.0092
1.9000,1.3270,-0.0103
1.9100,1.3259,-0.0109
1.9200,1.3248,-0.0112
1.9300,1.3237,-0.0110
1.9400,1.3226,-0.0104
1.9500,1.3216,-0.0094
1.9600,1.3207,-0.0082
1.9700,1.3200,-0.0067
1.9800,1.3194,-0.0051
1.9900,1.3190,-0.0033
2.0000,1.3187,-0.0016
t,theta,v
